#gene	geneID	pk
RP11-76C10.5	ENSG00000256151.1	736658
RP11-76C10.4	ENSG00000279128.1	686039
RP11-76C10.3	ENSG00000279993.1	198777
RP11-76C10.2	ENSG00000256810.1	284203
LINC01257	ENSG00000204603.6	351066
RP11-638F5.2	ENSG00000280217.1	743831
RPS6P20	ENSG00000226356.2	508627
RP11-495K9.2	ENSG00000279746.1	814827
RP11-495K9.3	ENSG00000248703.2	693782
RNA5SP376	ENSG00000212251.1	469493
RP13-507P19.2	ENSG00000230294.4	425967
RP13-507P19.1	ENSG00000256484.1	498382
RP11-897M7.3	ENSG00000280319.1	117043
RP11-897M7.4	ENSG00000275232.1	697655
RP11-897M7.1	ENSG00000256209.1	227224
RP11-897M7.2	ENSG00000279388.1	960927
AC073578.1	ENSG00000280698.1	675634
RP11-292I17.1	ENSG00000255704.1	252479
RP11-495K9.10	ENSG00000279455.1	702477
RP11-495K9.9	ENSG00000256258.1	138699
RP11-495K9.8	ENSG00000279153.1	941519
RP11-495K9.7	ENSG00000256424.1	3887
RNA5SP377	ENSG00000212154.1	104928
RP11-495K9.6	ENSG00000249926.2	38701
RPS6P21	ENSG00000243499.1	428688
SFSWAP	ENSG00000061936.9	602990
RP11-495K9.5	ENSG00000255933.1	373012
RNA5SP378	ENSG00000200516.1	901869
RNU6-1017P	ENSG00000200483.1	263939
MMP17	ENSG00000198598.6	472175
RP11-417L19.2	ENSG00000256955.2	809880
ULK1	ENSG00000177169.9	265865
RP11-417L19.5	ENSG00000279283.1	701516
RP11-417L19.4	ENSG00000255992.1	961909
PUS1	ENSG00000177192.13	532547
RP11-417L19.6	ENSG00000273568.1	357036
EP400	ENSG00000183495.13	527526
AC137590.1	ENSG00000271905.1	164960
SNORA49	ENSG00000208892.1	649266
RP13-820C6.2	ENSG00000257000.1	118390
RP13-820C6.4	ENSG00000274670.1	434631
EP400NL	ENSG00000185684.12	121034
RP13-977J11.6	ENSG00000279640.1	634254
RP13-977J11.5	ENSG00000256804.1	348217
DDX51	ENSG00000185163.9	768085
NOC4L	ENSG00000184967.6	842112
RP13-977J11.9	ENSG00000276693.1	683057
RP13-977J11.2	ENSG00000256576.2	683937
RP13-977J11.8	ENSG00000256312.1	833433
GALNT9	ENSG00000182870.12	710702
RP13-977J11.3	ENSG00000279480.1	665009
RP13-895J2.2	ENSG00000256943.1	841386
RP13-895J2.3	ENSG00000256542.2	467829
RP13-895J2.4	ENSG00000278872.1	66511
RP13-895J2.6	ENSG00000277011.1	848150
RP13-895J2.7	ENSG00000255916.1	789595
RP13-895J2.8	ENSG00000279113.1	904307
RP13-895J2.9	ENSG00000279704.1	480408
RP13-895J2.10	ENSG00000279023.1	660001
RP13-895J2.11	ENSG00000280150.1	830574
RP13-714J12.1	ENSG00000274373.1	681904
RP11-503G7.1	ENSG00000256783.1	87442
RP11-503G7.2	ENSG00000256875.2	639236
FBRSL1	ENSG00000112787.12	449568
RP13-554M15.7	ENSG00000280287.1	367226
RP13-554M15.2	ENSG00000279700.1	546665
MIR6763	ENSG00000277052.1	610524
RP13-554M15.8	ENSG00000277186.1	580620
LRCOL1	ENSG00000204583.9	201349
P2RX2	ENSG00000187848.12	45364
RP13-554M15.5	ENSG00000280311.1	682984
POLE	ENSG00000177084.16	641015
PXMP2	ENSG00000176894.9	278782
RP13-672B3.2	ENSG00000256632.3	472348
PGAM5	ENSG00000247077.6	219906
RNA5SP379	ENSG00000201469.1	365363
ANKLE2	ENSG00000176915.14	149353
RP13-672B3.5	ENSG00000256108.1	474816
GOLGA3	ENSG00000090615.12	845680
CHFR	ENSG00000072609.17	626689
RPS11P5	ENSG00000232888.4	915128
RNU6-327P	ENSG00000252079.1	512762
RP11-46H11.11	ENSG00000278949.1	66942
RP11-46H11.12	ENSG00000236617.2	112835
RP11-46H11.2	ENSG00000255703.1	967178
RP11-46H11.3	ENSG00000250790.4	687955
ZNF605	ENSG00000196458.10	785847
NANOGNBP2	ENSG00000256563.2	330214
ZNF26	ENSG00000198393.7	305873
RNU4ATAC12P	ENSG00000252269.1	790186
RP11-386I8.6	ENSG00000246394.7	183627
PTP4A1P2	ENSG00000255807.1	542850
ZNF84	ENSG00000198040.10	460421
RP11-386I8.5	ENSG00000279466.1	10986
RP11-386I8.4	ENSG00000279817.1	315464
ZNF140	ENSG00000196387.9	658635
Y_RNA	ENSG00000281302.1	762901
ZNF891	ENSG00000214029.4	999588
CTD-2140B24.6	ENSG00000271963.1	640675
RPL23AP67	ENSG00000240991.3	228802
ZNF10	ENSG00000256223.5	435470
CTD-2140B24.4	ENSG00000256825.4	660418
ZNF268	ENSG00000090612.20	244210
AC226150.3	ENSG00000255919.1	174773
ANHX	ENSG00000227059.6	559624
RNU6-717P	ENSG00000239190.1	598260
Y_RNA	ENSG00000238443.1	197039
RP11-341D18.2	ENSG00000279924.1	601000
FAM230C	ENSG00000279516.1	295315
AL356585.2	ENSG00000279081.1	428015
GGT4P	ENSG00000280208.1	113294
RP11-341D18.5	ENSG00000279124.1	549065
AL356585.1	ENSG00000216097.3	694566
SETD8P1	ENSG00000279730.2	78717
RP11-341D18.6	ENSG00000279231.1	368946
ABC7-42418200C9.1	ENSG00000268486.5	252827
U6	ENSG00000276183.1	862035
ZNF962P	ENSG00000215604.3	550635
BNIP3P7	ENSG00000270496.1	672436
LINC00349	ENSG00000231238.1	970333
LONRF2P2	ENSG00000233905.1	780460
LINC00388	ENSG00000229788.1	379316
AL359737.1	ENSG00000277682.1	908082
FEM1AP4	ENSG00000235876.2	66080
LINC00387	ENSG00000231914.1	226128
TERF1P5	ENSG00000226361.5	940814
FAM207BP	ENSG00000228797.2	66393
GXYLT1P1	ENSG00000230931.2	677354
CNN2P12	ENSG00000204718.3	483054
ZNF965P	ENSG00000227784.1	724352
CYP4F34P	ENSG00000244155.1	723522
SNX18P26	ENSG00000227568.1	744057
LINC00328-2P	ENSG00000225016.1	215672
ANKRD20A9P	ENSG00000206192.7	657704
RHOT1P3	ENSG00000242756.2	861881
RNU6-55P	ENSG00000223024.1	391220
RNU6-76P	ENSG00000206787.1	20334
SNX19P2	ENSG00000235500.2	111688
LINC00408	ENSG00000226250.1	221750
RP11-442J17.3	ENSG00000231358.2	653080
PHF2P2	ENSG00000226057.6	527581
LINC00442	ENSG00000232685.4	691945
USP24P1	ENSG00000229375.1	654364
GTF2IP3	ENSG00000187721.8	694737
RP11-301J16.7	ENSG00000226619.1	885277
RNA5SP24	ENSG00000252287.1	190614
CENPIP1	ENSG00000224778.1	848213
RP11-408E5.6	ENSG00000234894.1	438186
SMPD4P2	ENSG00000229147.1	631823
RP11-408E5.8	ENSG00000278337.1	550934
TUBA3C	ENSG00000198033.11	132426
RP11-408E5.4	ENSG00000121388.5	145710
PSPC1P1	ENSG00000227879.2	828776
RP11-408E5.5	ENSG00000232243.1	959218
ANKRD26P3	ENSG00000237636.2	998396
MRPL3P1	ENSG00000215349.2	677801
LINC00421	ENSG00000236834.1	766558
PARP4P2	ENSG00000224976.2	399285
FAM58DP	ENSG00000231184.3	375979
RP11-385E5.5	ENSG00000229791.1	338089
SLC25A15P2	ENSG00000237164.1	305392
TPTE2	ENSG00000132958.17	596966
CYCSP32	ENSG00000223625.1	201801
MRPS31P2	ENSG00000232894.1	731679
ESRRAP1	ENSG00000215572.2	540437
CASC4P1	ENSG00000238132.2	955431
LINC00350	ENSG00000225316.1	900092
MPHOSPH8	ENSG00000196199.13	848758
RP11-523H24.3	ENSG00000226352.2	574923
PSPC1	ENSG00000121390.18	698192
RN7SL166P	ENSG00000275014.1	637860
ST6GALNAC4P1	ENSG00000233469.1	461663
ZMYM5	ENSG00000132950.18	347739
RP11-61K9.2	ENSG00000223576.2	569679
RP11-61K9.3	ENSG00000275964.1	19633
AL591925.1	ENSG00000266230.1	677511
ZMYM2	ENSG00000121741.16	79696
KRR1P1	ENSG00000237672.1	254551
RP11-264J4.8	ENSG00000279951.1	45209
LINC01072	ENSG00000236076.1	267815
GJA3	ENSG00000121743.3	312125
PPIAP28	ENSG00000226633.2	59012
LINC00556	ENSG00000260131.1	152399
GJB2	ENSG00000165474.5	33918
RP11-264J4.10	ENSG00000279065.1	752996
GJB6	ENSG00000121742.15	609618
CRYL1	ENSG00000165475.13	540443
MIR4499	ENSG00000263978.1	854129
RP11-476H16.1	ENSG00000277020.4	538126
IFT88	ENSG00000032742.17	861063
AL590096.1	ENSG00000276024.1	657296
SLC35E1P1	ENSG00000238286.1	82575
RNU2-7P	ENSG00000222726.1	325454
RP11-172H24.4	ENSG00000278291.1	766369
IL17D	ENSG00000172458.4	675351
RP11-261P13.5	ENSG00000279135.1	496515
N6AMT2	ENSG00000150456.10	217677
RANP8	ENSG00000233524.1	193516
RP11-261P13.6	ENSG00000275485.1	373441
XPO4	ENSG00000132953.16	636818
CNOT4P1	ENSG00000236704.1	863219
HNRNPA1P30	ENSG00000233780.3	330478
PPIAP27	ENSG00000234363.1	949990
RPSAP54	ENSG00000213621.3	242163
LATS2	ENSG00000150457.8	52603
U6	ENSG00000280785.1	108675
LATS2-AS1	ENSG00000233851.1	762398
RNU4-9P	ENSG00000201821.1	909460
RPS12P23	ENSG00000180172.7	494604
IPPKP1	ENSG00000225585.1	891511
FAS-AS1	ENSG00000275689.1	70556
SNORD27	ENSG00000252128.1	358333
SAP18	ENSG00000150459.12	434836
SKA3	ENSG00000165480.15	854677
MRPL57	ENSG00000173141.4	372066
RP11-101P17.14	ENSG00000271250.1	603190
LINC01046	ENSG00000233405.1	372273
ESRRAP2	ENSG00000235438.7	461393
RP11-101P17.15	ENSG00000277077.1	959245
MIPEPP3	ENSG00000233325.3	672918
LINC00539	ENSG00000224429.7	917079
GRK6P1	ENSG00000215571.5	864572
GAPDHP52	ENSG00000235076.2	76756
RNA5SP25	ENSG00000222747.1	575107
ZDHHC20	ENSG00000180776.15	992674
ZDHHC20-IT1	ENSG00000236953.1	293479
HIST1H2BPS3	ENSG00000226908.1	684532
MICU2	ENSG00000165487.13	997590
FNTAP2	ENSG00000230022.1	22135
RNU6-59P	ENSG00000207518.1	952134
RPS7P10	ENSG00000226525.5	307183
FGF9	ENSG00000102678.6	729700
RN7SL766P	ENSG00000244197.3	135552
LINC00424	ENSG00000226722.3	661213
LINC00540	ENSG00000276476.2	469339
NME1P1	ENSG00000237175.1	546374
MTND3P1	ENSG00000226118.1	999958
AL354828.1	ENSG00000279282.1	730932
AL354828.2	ENSG00000280175.1	615625
FTH1P7	ENSG00000232187.1	856266
DDX39AP1	ENSG00000225777.1	954103
SNORD36	ENSG00000253094.1	257210
RPL7AP73	ENSG00000237952.1	685941
IPMKP1	ENSG00000226507.1	102753
RFESDP1	ENSG00000231650.1	894735
AL162853.1	ENSG00000240341.2	194322
LINC00621	ENSG00000262619.1	519667
BASP1P1	ENSG00000230535.1	2548
NUS1P2	ENSG00000234685.1	981640
RP11-124N19.3	ENSG00000262198.1	462581
RP11-124N19.4	ENSG00000283075.1	972844
AL157931.1	ENSG00000223116.1	399061
HMGA1P6	ENSG00000233440.2	4109
RNY3P4	ENSG00000207157.1	515392
LINC00362	ENSG00000229483.2	961513
SGCG	ENSG00000102683.7	217073
RNU6-58P	ENSG00000252952.1	809411
TATDN2P3	ENSG00000235205.1	500553
SDAD1P4	ENSG00000236803.1	626661
SACS	ENSG00000151835.13	233164
RPLP1P13	ENSG00000232163.2	748408
SACS-AS1	ENSG00000229558.2	900105
LINC00327	ENSG00000232977.6	587599
LINC00352	ENSG00000227893.1	853544
TNFRSF19	ENSG00000127863.15	778698
AL161422.1	ENSG00000281906.1	34913
MIPEP	ENSG00000027001.9	467663
MTCO3P2	ENSG00000232102.1	529626
C1QTNF9B-AS1	ENSG00000205861.11	250150
C1QTNF9B	ENSG00000205863.9	349712
ANKRD20A19P	ENSG00000196593.9	780633
RP11-307N16.6	ENSG00000273167.1	808456
SPATA13	ENSG00000182957.15	911905
SPATA13	ENSG00000228741.2	938718
IPO7P2	ENSG00000225674.1	703256
MIR2276	ENSG00000252695.1	521847
SPATA13-AS1	ENSG00000227213.1	359142
C1QTNF9	ENSG00000240654.6	317540
C1QTNF9-AS1	ENSG00000240868.1	353818
C1QTNF9B-AS1	ENSG00000281899.1	615776
RP11-307N16.7	ENSG00000277040.1	47416
NUS1P3	ENSG00000234627.3	612454
LINC00566	ENSG00000261498.1	746595
CYCSP33	ENSG00000233545.1	586398
TPTE2P6	ENSG00000205822.10	965705
PARP4	ENSG00000102699.5	324022
AL359538.2	ENSG00000266216.1	529213
PSPC1P2	ENSG00000244615.1	695679
RP11-556N21.1	ENSG00000243008.2	340832
AL359538.1	ENSG00000211508.1	749176
ATP12A	ENSG00000075673.11	19523
RNY1P7	ENSG00000207474.1	381198
RPL26P34	ENSG00000225404.2	457336
IRX1P1	ENSG00000231417.2	103988
ANKRD20A10P	ENSG00000226695.1	180939
RNF17	ENSG00000132972.18	103657
CENPJ	ENSG00000151849.14	13
TPTE2P1	ENSG00000253771.5	581341
RP11-756A22.7	ENSG00000273628.1	837789
SLC25A15P3	ENSG00000251299.1	939347
RPL34P27	ENSG00000232858.1	684833
LSP1P1	ENSG00000269099.2	140687
RP11-458I4.2	ENSG00000276958.1	959967
PABPC3	ENSG00000151846.8	129906
RP11-165I9.10	ENSG00000279695.1	799032
AMER2	ENSG00000165566.12	916737
LINC00463	ENSG00000234056.1	849007
LINC01053	ENSG00000238169.1	337892
RP11-165I9.9	ENSG00000279550.1	911799
LINC01076	ENSG00000225105.2	6303
RPL23AP69	ENSG00000235315.2	2590
MTMR6	ENSG00000139505.11	842317
AL590787.1	ENSG00000221324.1	608346
RP11-271M24.2	ENSG00000260509.2	123159
NUP58	ENSG00000139496.15	946869
TCEB2P1	ENSG00000234152.1	49075
ATP8A2	ENSG00000132932.16	697967
RNU6-78P	ENSG00000199767.1	665665
RP11-467D10.2	ENSG00000180803.3	14044
RN7SL741P	ENSG00000242381.3	902139
AL138815.1	ENSG00000281497.1	648038
RNY1P3	ENSG00000223158.1	744358
SHISA2	ENSG00000180730.4	911284
LINC00415	ENSG00000231983.1	910025
ATP8A2P3	ENSG00000233963.1	842275
PRUNEP1	ENSG00000234706.1	826229
RNF6	ENSG00000127870.16	750259
RP11-380N8.7	ENSG00000277368.1	845111
RP11-380N8.6	ENSG00000271559.1	81187
PRKRIRP6	ENSG00000227882.1	914496
CDK8	ENSG00000132964.11	733102
uc_338	ENSG00000278413.1	745941
WASF3	ENSG00000132970.12	666914
RPS3AP44	ENSG00000234031.1	586598
WASF3-AS1	ENSG00000237001.6	376861
GPR12	ENSG00000132975.7	549725
FGFR1OP2P1	ENSG00000230256.1	524231
RPS21P8	ENSG00000223782.1	225476
RPS20P32	ENSG00000218198.3	393388
USP12	ENSG00000152484.13	551392
RP11-144H23.2	ENSG00000278496.1	757263
USP12-AS1	ENSG00000232162.1	423107
USP12-AS2	ENSG00000230641.1	117490
RP11-428O18.6	ENSG00000275294.4	356077
LINC00412	ENSG00000234772.1	281945
RPL21	ENSG00000122026.10	948070
SNORD102	ENSG00000207500.1	399961
SNORA27	ENSG00000207051.1	81018
RASL11A	ENSG00000122035.6	149026
AL159977.1	ENSG00000221756.1	768368
RNU6-70P	ENSG00000252247.2	873332
LINC01079	ENSG00000229609.1	178704
RNY1P1	ENSG00000201242.1	792780
GTF3A	ENSG00000122034.12	690182
MTIF3	ENSG00000122033.14	172246
RNU6-63P	ENSG00000252499.1	101437
LNX2	ENSG00000139517.7	186729
POLR1D	ENSG00000186184.15	5162
RP11-87C7.3	ENSG00000273552.1	674146
NPM1P4	ENSG00000226703.1	931366
GSX1	ENSG00000169840.4	905807
RNU6-73P	ENSG00000207330.1	731214
PDX1-AS1	ENSG00000247381.2	221721
PDX1	ENSG00000139515.5	650406
ATP5EP2	ENSG00000180389.6	356654
LINC00543	ENSG00000260704.1	392944
CDX2	ENSG00000165556.9	412614
URAD	ENSG00000183463.5	887747
RN7SL272P	ENSG00000242360.3	680710
FLT3	ENSG00000122025.14	486775
KATNBL1P1	ENSG00000271026.1	238826
CHCHD2P8	ENSG00000235115.3	523659
PAN3-AS1	ENSG00000261485.1	979811
PAN3	ENSG00000152520.13	42371
EEF1A1P3	ENSG00000232587.1	409768
RNU6-82P	ENSG00000200840.1	954333
FLT1	ENSG00000102755.10	734217
RP11-95G6.1	ENSG00000279393.1	5226
EIF4A1P7	ENSG00000235472.1	318276
Y_RNA	ENSG00000273964.1	754647
POMP	ENSG00000132963.7	798207
SLC46A3	ENSG00000139508.14	98279
RNU6-53P	ENSG00000202237.1	43191
CYP51A1P2	ENSG00000233588.1	716372
RP11-161P17.2	ENSG00000277227.1	724383
POM121L13P	ENSG00000236339.1	437542
MTUS2	ENSG00000132938.18	504512
AL596092.1	ENSG00000221670.1	242686
MTUS2-AS2	ENSG00000236758.5	619991
GAPDHP69	ENSG00000223460.1	176632
RP11-351N4.4	ENSG00000270680.1	724345
MTUS2-AS1	ENSG00000179141.9	193540
SLC7A1	ENSG00000139514.12	589094
UBL3	ENSG00000122042.9	675703
AL139188.1	ENSG00000277180.1	836057
Metazoa_SRP	ENSG00000278172.1	125394
TIMM8BP1	ENSG00000236258.1	792667
LINC00297	ENSG00000224329.2	79342
LINC00572	ENSG00000224405.1	256521
LINC00544	ENSG00000122043.10	705500
RP11-629E24.2	ENSG00000266505.1	774597
LINC00365	ENSG00000224511.1	534923
LINC00384	ENSG00000232117.1	85536
LINC00385	ENSG00000232643.1	87723
RP11-490N5.3	ENSG00000279499.1	841606
KATNAL1	ENSG00000102781.13	170810
AL356750.1	ENSG00000266816.1	271244
RNU6-64P	ENSG00000252928.1	685823
PRDX2P1	ENSG00000215049.3	739871
LINC00427	ENSG00000236463.1	29507
LINC00426	ENSG00000238121.5	760943
RP11-374F3.5	ENSG00000279149.1	29907
LINC01058	ENSG00000225039.1	280577
UBE2L5P	ENSG00000236444.3	800163
HMGB1	ENSG00000189403.14	351095
RBM22P2	ENSG00000213411.2	223697
MFAP1P1	ENSG00000232489.1	642695
PTPN2P2	ENSG00000224117.1	688958
USPL1	ENSG00000132952.11	386520
Metazoa_SRP	ENSG00000275788.1	308825
ALOX5AP	ENSG00000132965.9	58225
LINC00398	ENSG00000237879.1	363013
TEX26-AS1	ENSG00000224743.6	416423
LINC00545	ENSG00000236094.1	347232
MEDAG	ENSG00000102802.9	837080
TEX26	ENSG00000175664.9	30371
RP11-252M21.6	ENSG00000238185.1	255825
LINC01066	ENSG00000230403.1	982052
WDR95P	ENSG00000231894.2	640701
HSPH1	ENSG00000120694.19	787715
B3GLCT	ENSG00000187676.7	845560
ANKRD26P4	ENSG00000229427.1	180895
RP11-326L9.1	ENSG00000278305.1	292305
RP11-326L9.2	ENSG00000277319.1	916103
RXFP2	ENSG00000133105.7	835687
EEF1DP3	ENSG00000229715.4	514169
RP1-257C22.2	ENSG00000279314.1	317577
Metazoa_SRP	ENSG00000278732.1	214546
LINC01073	ENSG00000235822.1	923138
FRY-AS1	ENSG00000237637.1	417250
FRY	ENSG00000073910.19	573267
ZAR1L	ENSG00000189167.11	848302
BRCA2	ENSG00000139618.14	592844
IFIT1P1	ENSG00000215515.2	190809
N4BP2L1	ENSG00000139597.17	288388
SNORA16	ENSG00000212293.1	625080
RP11-298P3.4	ENSG00000270008.1	467564
N4BP2L2	ENSG00000244754.8	238276
ATP8A2P2	ENSG00000229800.1	938576
N4BP2L2-IT2	ENSG00000281026.1	308531
PDS5B	ENSG00000083642.18	480344
RNY1P4	ENSG00000207325.1	725732
RP11-380B4.3	ENSG00000277151.1	449574
LINC00423	ENSG00000226968.1	175169
TOMM22P3	ENSG00000227604.3	918868
KL	ENSG00000133116.7	394227
AL161898.1	ENSG00000221677.2	959381
STARD13	ENSG00000133121.20	535246
STARD13-IT1	ENSG00000230300.1	996180
STARD13-AS	ENSG00000236581.8	264449
AL139187.1	ENSG00000277160.1	415453
RP11-141M1.1	ENSG00000227911.3	764819
RP11-141M1.4	ENSG00000277386.1	426900
AL138999.1	ENSG00000264288.1	167867
RP11-141M1.3	ENSG00000230490.2	147613
AL139383.1	ENSG00000277992.1	77310
RP11-37L2.1	ENSG00000234535.1	653221
RP11-179A7.2	ENSG00000232986.1	233833
RFC3	ENSG00000133119.12	996157
RNU5A-4P	ENSG00000252397.1	730673
RP11-142E9.1	ENSG00000276672.1	927222
AL161891.1	ENSG00000263663.1	308279
RP11-218I21.2	ENSG00000280431.1	697381
VDAC1P12	ENSG00000227254.1	613485
SNORA25	ENSG00000199196.1	9897
RP11-282M24.1	ENSG00000278477.1	373050
RP11-16D22.2	ENSG00000271850.1	912567
LINC00457	ENSG00000225179.1	87088
RP11-266E6.3	ENSG00000271901.1	459717
GAMTP2	ENSG00000231910.1	704055
Metazoa_SRP	ENSG00000273886.1	340275
RP11-307O13.1	ENSG00000261728.1	16796
NBEA	ENSG00000172915.18	226564
SCAND3P1	ENSG00000232795.1	91865
PHBP13	ENSG00000234835.1	541903
MAB21L1	ENSG00000180660.7	686622
AL390071.1	ENSG00000221519.2	540841
LINC00445	ENSG00000236036.1	684731
DCLK1	ENSG00000133083.14	494669
SOHLH2	ENSG00000120669.15	406785
CCDC169-SOHLH2	ENSG00000250709.1	491778
CCDC169	ENSG00000242715.7	434584
RNU6-71P	ENSG00000207203.1	380140
SPG20	ENSG00000133104.12	726734
SPG20-AS1	ENSG00000120664.10	616757
AL139377.1	ENSG00000266047.1	774203
CCNA1	ENSG00000133101.9	469832
HIST1H2APS6	ENSG00000223383.1	934049
SERTM1	ENSG00000180440.3	224067
AL136160.1	ENSG00000222602.1	29807
GAPDHP34	ENSG00000235306.2	51434
TCEAL4P1	ENSG00000223543.1	669327
ARL2BPP3	ENSG00000215486.5	857487
NDE1P2	ENSG00000271337.1	113437
RFXAP	ENSG00000133111.3	979647
SMAD9	ENSG00000120693.13	313278
SMAD9-IT1	ENSG00000236711.2	219606
LAMTOR3P1	ENSG00000228825.1	93785
RPL29P28	ENSG00000232378.1	467650
EIF4A1P5	ENSG00000226161.1	433973
ALG5	ENSG00000120697.8	195137
EXOSC8	ENSG00000120699.12	872072
SUPT20H	ENSG00000102710.19	306131
AL138706.2	ENSG00000279238.1	346508
AL138706.1	ENSG00000221100.1	604939
CSNK1A1L	ENSG00000180138.7	136685
RP11-676B18.2	ENSG00000274549.1	953150
RP11-676B18.1	ENSG00000279511.1	95986
RN7SKP1	ENSG00000202395.1	880938
RPS12P24	ENSG00000230283.1	836675
LINC01048	ENSG00000230390.1	299924
LINC00547	ENSG00000275226.1	118184
POSTN	ENSG00000133110.14	159082
TRPC4	ENSG00000133107.14	866476
RNA5SP26	ENSG00000199276.1	260149
RP11-93G5.1	ENSG00000274317.1	394011
HSPD1P9	ENSG00000228036.1	874858
LINC00571	ENSG00000223685.5	2010
UFM1	ENSG00000120686.11	401277
RP11-131P10.2	ENSG00000279025.1	666071
LINC00437	ENSG00000236354.1	992889
LINC00366	ENSG00000229437.1	838643
PRDX3P3	ENSG00000234701.1	223866
FREM2	ENSG00000150893.10	479738
RNU6-56P	ENSG00000252795.1	141016
AL590007.1	ENSG00000212049.1	829188
FREM2-AS1	ENSG00000225350.1	359846
PLA2G12AP2	ENSG00000225221.1	245867
ANKRD26P2	ENSG00000235550.1	116549
STOML3	ENSG00000133115.11	175043
PROSER1	ENSG00000120685.19	368417
NHLRC3	ENSG00000188811.12	215983
RP11-50D16.4	ENSG00000273507.4	583923
NXT1P1	ENSG00000214823.3	350395
LHFP	ENSG00000183722.7	612127
AL512505.1	ENSG00000216014.1	908070
COG6	ENSG00000133103.16	192222
MIR4305	ENSG00000264171.1	878044
RNY4P14	ENSG00000200526.1	686304
CDKN2AIPNLP3	ENSG00000224351.2	882723
AZU1P1	ENSG00000270444.1	242911
SNORD116	ENSG00000212553.1	307982
RP11-427J23.1	ENSG00000275149.1	86754
LINC00332	ENSG00000230710.1	950075
LINC00548	ENSG00000278772.1	133873
AL356217.1	ENSG00000280465.1	268389
RPL17P51	ENSG00000271429.1	986440
RNY3P9	ENSG00000207458.1	303986
RP11-172E9.2	ENSG00000230058.1	731981
RN7SKP2	ENSG00000252812.1	119650
LINC00598	ENSG00000215483.8	883630
FOXO1	ENSG00000150907.6	223089
RLIMP1	ENSG00000229456.1	522706
MIR320D1	ENSG00000211491.2	227979
MRPS31	ENSG00000102738.7	470818
Metazoa_SRP	ENSG00000277794.1	253756
SLC25A15	ENSG00000102743.14	477623
MIR621	ENSG00000207652.1	374920
TPTE2P5	ENSG00000168852.12	97009
CYCSP34	ENSG00000176268.5	432853
SUGT1P3	ENSG00000239827.8	348797
ELF1	ENSG00000120690.14	8143
RGS17P1	ENSG00000229473.2	960706
WBP4	ENSG00000120688.8	296896
MIR3168	ENSG00000264226.1	759183
RN7SL597P	ENSG00000244264.3	215178
KBTBD6	ENSG00000165572.7	150577
RP11-74J13.8	ENSG00000278390.4	51359
CALM2P3	ENSG00000215482.3	858742
KBTBD7	ENSG00000120696.8	84834
MORF4L1P4	ENSG00000225133.1	984562
MTRF1	ENSG00000120662.15	922173
RP11-74J13.9	ENSG00000277662.1	159549
RAC1P3	ENSG00000231404.2	657449
NAA16	ENSG00000172766.18	125485
RNU6-57P	ENSG00000223280.1	658506
TUBBP2	ENSG00000214222.2	145743
OR7E36P	ENSG00000205240.4	476162
OR7E155P	ENSG00000234655.3	305993
OR7E37P	ENSG00000215480.4	10708
AL354833.1	ENSG00000263907.1	827990
AL354833.2	ENSG00000263928.1	903954
AL354833.3	ENSG00000264042.1	225183
RGCC	ENSG00000102760.12	484457
VWA8	ENSG00000102763.15	221496
MIR5006	ENSG00000264190.1	158914
RN7SL515P	ENSG00000241406.3	271677
AL442203.1	ENSG00000280988.1	58935
RNU6-74P	ENSG00000206962.1	782813
KARSP1	ENSG00000229696.1	433071
VWA8-AS1	ENSG00000278338.4	476532
RPS28P8	ENSG00000226093.1	971199
DGKH	ENSG00000102780.16	123445
RP11-187A9.3	ENSG00000231530.1	629280
MAPK6PS3	ENSG00000237263.1	497810
AL139328.1	ENSG00000265679.1	731618
CHCHD2P11	ENSG00000270809.1	46315
FHP1	ENSG00000234213.1	48506
AKAP11	ENSG00000023516.8	636103
FABP3P2	ENSG00000233259.4	790087
TNFSF11	ENSG00000120659.14	575680
FAM216B	ENSG00000179813.6	856230
LINC01050	ENSG00000271216.1	419113
LINC00428	ENSG00000229546.1	638728
EPSTI1	ENSG00000133106.14	367392
ZDHHC4P1	ENSG00000238025.1	756252
DNAJC15	ENSG00000120675.5	425632
LINC00400	ENSG00000229928.1	28461
RP11-460G11.2	ENSG00000276569.1	592403
ENOX1	ENSG00000120658.12	931700
AL607148.1	ENSG00000273697.1	419379
RPL36P19	ENSG00000232540.1	599156
ENOX1-AS2	ENSG00000238189.2	451325
ENOX1-AS1	ENSG00000233821.1	430944
RP11-168P13.1	ENSG00000270522.1	542167
CCDC122	ENSG00000151773.12	526516
RP11-5G9.5	ENSG00000274001.1	124310
AL512506.1	ENSG00000276108.1	662110
LACC1	ENSG00000179630.10	248205
RP11-65B7.2	ENSG00000281883.1	257950
RP11-5G9.6	ENSG00000280060.1	448963
LINC00284	ENSG00000233725.7	556964
DGKZP1	ENSG00000179611.3	139327
LINC00390	ENSG00000226519.1	371746
SMIM2-AS1	ENSG00000227258.5	72807
SMIM2	ENSG00000139656.6	955230
SMIM2-IT1	ENSG00000235285.1	559159
RP11-478K15.7	ENSG00000276854.1	45585
MIR8079	ENSG00000276319.1	159277
RP11-478K15.6	ENSG00000230731.2	282568
RP11-269C23.5	ENSG00000277831.1	877392
SERP2	ENSG00000151778.10	479392
TUSC8	ENSG00000237361.2	195353
TSC22D1	ENSG00000102804.14	40645
RP11-269C23.4	ENSG00000280357.1	118915
